SKU,Main product,Name,Lu01 group,vis group,diff primary,diff sec,Produktfamilie,Category,Type
3105866,ARC,Arc 2x3W Grafitt,Arc,,,,Arc,Ceiling- and wall luminaire,Product
"3185149,055",ARC,Arc 2x3W Grafitt,Arc,,,,Arc,Ceiling- and wall luminaire,Accessories
3105867,ARC,Arc 2x3W Hvit,Arc,,,,Arc,Ceiling- and wall luminaire,Product
"3185305,624",ARC,Arc 2x3W Hvit,Arc,,,,Arc,Ceiling- and wall luminaire,Accessories
3105888,ARGOS,ARGOS 1 Mini Asym Down LED 14W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
"3185462,194",ARGOS,ARGOS 1 Mini Asym Down LED 14W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105889,ARGOS,ARGOS 1 Mini Asym Down LED 14W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Product
"3185618,764",ARGOS,ARGOS 1 Mini Asym Down LED 14W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Accessories
3109580,ARGOS,ARGOS 1 Mini Asym Down LED 14W 4000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
"3185775,334",ARGOS,ARGOS 1 Mini Asym Down LED 14W 4000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Accessories
3109581,ARGOS,ARGOS 1 Mini Asym Down LED 14W 4000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Product
"3185931,904",ARGOS,ARGOS 1 Mini Asym Down LED 14W 4000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105884,ARGOS,ARGOS 1 Mini Asym Down LED 5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
"3186088,474",ARGOS,ARGOS 1 Mini Asym Down LED 5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105885,ARGOS,ARGOS 1 Mini Asym Down LED 5.2W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Product
"3186245,044",ARGOS,ARGOS 1 Mini Asym Down LED 5.2W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105880,ARGOS,ARGOS 1 Mini Wide Down LED 5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
"3186401,614",ARGOS,ARGOS 1 Mini Wide Down LED 5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105881,ARGOS,ARGOS 1 Mini Wide Down LED 5.2W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Product
"3186558,183",ARGOS,ARGOS 1 Mini Wide Down LED 5.2W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105886,ARGOS,ARGOS 3 Mini Wide Up/ Asym Down LED 2x5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
"3186714,753",ARGOS,ARGOS 3 Mini Wide Up/ Asym Down LED 2x5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Accessories
3105887,ARGOS,ARGOS 3 Mini Wide Up/ Asym Down LED 2x5.2W 3000KSølv,,,,,Argos,Ceiling- and wall luminaire,Product
3105882,ARGOS,ARGOS 3 Mini Wide Up/Down LED 2x5.2W 3000K Grafitt,,,,,Argos,Ceiling- and wall luminaire,Product
3105883,ARGOS,ARGOS 3 Mini Wide Up/Down LED 2x5.2W 3000K Sølv,,,,,Argos,Ceiling- and wall luminaire,Product
3105898,ARGOS,"Argos 4 Mini Blade/Wide 2X4,6W 3000K Grafitt",,,,,Argos,Ceiling- and wall luminaire,Product
3105899,ARGOS,"Argos 4 Mini Blade/Wide 2X4,6W 3000K Sølv",,,,,Argos,Ceiling- and wall luminaire,Product
3109820,ATHLON,Athlon Vegg Asym 26W 3000K Grafitt,,,,,Athlon,Spotlight and floodlight,Product
3105877,ATOM,Atom Vegg LED IP68 350mA 3000K,,,,,Atom,Inground and bollards,Product
3109792,CASE,Case 1x12W Asy Hvit,,,,,Case,Ceiling- and wall luminaire,Product
3109791,CASE,Case 1x12W Asy Sort,,,,,Case,Ceiling- and wall luminaire,Product
3109790,CASE,Case 2x6W Hvit,,,,,Case,Ceiling- and wall luminaire,Product
3109789,CASE,Case 2x6W Sort,,,,,Case,Ceiling- and wall luminaire,Product
3109530,CORE MINI CEILING,Core Mini Tak 13W LED 3000K IP65 Grafitt,,,,,Core,Ceiling- and wall luminaire,Product
3109286,CORE MINI CEILING,"Core MIni Tak 6,5W GU10 LED 2700K IP65 Grafitt",,,,,Core,Ceiling- and wall luminaire,Product
3109287,CORE MINI CEILING,"Core Mini Tak 6,5W GU10 LED 2700K IP65 Hvit",,,,,Core,Ceiling- and wall luminaire,Product
3109288,CORE MINI CEILING,"Core Mini Tak 6,5W GU10 LED 2700K IP65 Sølv",,,,,Core,Ceiling- and wall luminaire,Product
3109480,CORE WALL,Core Mini Up/Down 2x13W LED 3000K 25° Grafitt,,,,,Core,Ceiling- and wall luminaire,Product
3109258,CORE WALL,"Core Mini Up/Down 2x6,5W GU10 LED IP65 Grafitt",,,,,Core,Ceiling- and wall luminaire,Product
3109268,CORE WALL,"Core Mini Up/Down 2x6,5W GU10 LED IP65 Hvit",,,,,Core,Ceiling- and wall luminaire,Product
3109259,CORE WALL,"Core Mini Up/Down 2x6,5W GU10 LED IP65 Sølv",,,,,Core,Ceiling- and wall luminaire,Product
3109520,CORE PULLERT,Core Pullert 13W LED 3K Grafitt,,,,,Core,Inground and bollards,Product
3109260,CORE PULLERT,"Core Pullert 6,5W GU10 LED IP65 Grafitt",,,,,Core,Inground and bollards,Product
3109510,CORE PULLERT,Core Pullert IP65 Sølv,,,,,Core,Inground and bollards,Product
1405961,Impulse dimmer,Core2dim 200 Mini Impulsdimmer 3-200W,,,,,Unidim,Dimmers,Product
6614615,DALI-Driver LED 10W 230mA,DALI Driver LED 10W 230mA Med Koblingsboks,,,,,DALI drivere,Drivers,Product
6614618,DALI-Driver LED 12W 350mA,DALI Driver LED 12W 350mA m/koblingsboks,,,,,DALI drivere,Drivers,Product
6614686,DALI-Driver for 2700K and 3000K,DALI LED Driver 9W 300mA med koblingsboks,,,,,DALI drivere,Drivers,Product
6614676,DALI-Driver for 2700K and 3000K,DALI LED Driver 9W 450mA med koblingsboks,,,,,DALI drivere,Drivers,Product
6614661,LED Driver for SmartPanal II,DALI LED Driver for SmartPanel II 47W m/kabel,,,,,DALI drivere,Drivers,Product
3109600,DARIUS,Darius 12W AC LED IP 65 Grafitt,,,,,Darius,Ceiling- and wall luminaire,Product
3109601,DARIUS,Darius 12W AC LED IP 65 Sølv,,,,,Darius,Ceiling- and wall luminaire,Product
3109283,DECKLIGHT PIN POINT,"Decklight Pin Point 1,2W 350mA IP65 2700K",,,,,Decklight,Inground and bollards,Product
3109282,DECKLIGHT POINT,"Decklight Point 1,2W 350mA IP65 2700K",,,,,Decklight,Inground and bollards,Product
1405909,DIMMER 265W 1-POL,Dimmer 265W KDT-265E 1-Pol,,,,,Unidim,Dimmers,Product
